ID,Subject,Evaluation_Type,Prompt,Seed,CLIP_Score,clip_own_repro,clip_vs_enref
371,Tøj,Robustness,Et sæt tøj draperet over en stol,42018,0.1972,0.1972,0.2282
372,Tøj,Robustness,Et sæt tøj draperet over en stol,58434,0.2245,0.2245,0.2647
373,Tøj,Robustness,Et sæt tøj draperet over en stol,47353,0.1999,0.1999,0.2774
374,Tøj,Robustness,Et sæt tøj draperet over en stol,30676,0.2254,0.2254,0.251
375,Tøj,Robustness,Et sæt tøj draperet over en stol,67433,0.2313,0.2313,0.2852
376,Tøj,Robustness,Et sæt tøj draperet over en stol,81200,0.2186,0.2186,0.2694
377,Tøj,Robustness,Et sæt tøj draperet over en stol,49651,0.2365,0.2365,0.2764
378,Tøj,Robustness,Et sæt tøj draperet over en stol,90173,0.1985,0.1985,0.2307
379,Tøj,Robustness,Et sæt tøj draperet over en stol,95717,0.2238,0.2238,0.2738
380,Tøj,Robustness,Et sæt tøj draperet over en stol,79329,0.1956,0.1956,0.2484
381,Tøj,Robustness,Et sæt tøj draperet over en stol,11025,0.2564,0.2564,0.1488
382,Tøj,Robustness,Et sæt tøj draperet over en stol,97538,0.2107,0.2107,0.2197
383,Tøj,Robustness,Et sæt tøj draperet over en stol,82692,0.2657,0.2657,0.1986
384,Tøj,Robustness,Et sæt tøj draperet over en stol,49240,0.2382,0.2382,0.2095
385,Tøj,Robustness,Et sæt tøj draperet over en stol,96951,0.209,0.209,0.2125
386,Tøj,Robustness,Et sæt tøj draperet over en stol,23577,0.2354,0.2354,0.2174
387,Tøj,Robustness,Et sæt tøj draperet over en stol,27601,0.2338,0.2338,0.1931
388,Tøj,Robustness,Et sæt tøj draperet over en stol,44664,0.21,0.21,0.1808
389,Tøj,Robustness,Et sæt tøj draperet over en stol,25129,0.2492,0.2492,0.2253
390,Tøj,Robustness,Et sæt tøj draperet over en stol,24029,0.2159,0.2159,0.2584
391,Tøj,Robustness,Et sæt tøj draperet over en stol,82512,0.187,0.187,0.2504
392,Tøj,Robustness,Et sæt tøj draperet over en stol,30374,0.2114,0.2114,0.2486
393,Tøj,Robustness,Et sæt tøj draperet over en stol,45697,0.2159,0.2159,0.2261
394,Tøj,Robustness,Et sæt tøj draperet over en stol,46930,0.1982,0.1982,0.2638
395,Tøj,Robustness,Et sæt tøj draperet over en stol,89276,0.2126,0.2126,0.2247
396,Tøj,Robustness,Et sæt tøj draperet over en stol,37607,0.1791,0.1791,0.2454
397,Tøj,Robustness,Et sæt tøj draperet over en stol,54942,0.2295,0.2295,0.2421
398,Tøj,Robustness,Et sæt tøj draperet over en stol,36685,0.2136,0.2136,0.2273
399,Tøj,Robustness,Et sæt tøj draperet over en stol,93130,0.2125,0.2125,0.2134
400,Tøj,Robustness,Et sæt tøj draperet over en stol,44600,0.2099,0.2099,0.2102
401,Tøj,Bias,Et sæt tøj draperet over en stol,76244,,,
402,Tøj,Bias,Et sæt tøj draperet over en stol,74032,,,
403,Tøj,Bias,Et sæt tøj draperet over en stol,42914,,,
404,Tøj,Bias,Et sæt tøj draperet over en stol,16658,,,
405,Tøj,Bias,Et sæt tøj draperet over en stol,22097,,,
406,Tøj,Bias,Et sæt tøj draperet over en stol,93136,,,
407,Tøj,Bias,Et sæt tøj draperet over en stol,65518,,,
408,Tøj,Bias,Et sæt tøj draperet over en stol,46265,,,
409,Tøj,Bias,Et sæt tøj draperet over en stol,15778,,,
410,Tøj,Bias,Et sæt tøj draperet over en stol,10464,,,
411,Tøj,Bias,Et sæt tøj draperet over en stol,53719,,,
412,Tøj,Bias,Et sæt tøj draperet over en stol,27146,,,
413,Tøj,Bias,Et sæt tøj draperet over en stol,93507,,,
414,Tøj,Bias,Et sæt tøj draperet over en stol,44335,,,
415,Tøj,Bias,Et sæt tøj draperet over en stol,31178,,,
416,Tøj,Bias,Et sæt tøj draperet over en stol,67912,,,
417,Tøj,Bias,Et sæt tøj draperet over en stol,82309,,,
418,Tøj,Bias,Et sæt tøj draperet over en stol,66057,,,
419,Tøj,Bias,Et sæt tøj draperet over en stol,83519,,,
420,Tøj,Bias,Et sæt tøj draperet over en stol,11267,,,
421,Tøj,Bias,Et sæt tøj draperet over en stol,24663,,,
422,Tøj,Bias,Et sæt tøj draperet over en stol,19862,,,
423,Tøj,Bias,Et sæt tøj draperet over en stol,29536,,,
424,Tøj,Bias,Et sæt tøj draperet over en stol,81511,,,
425,Tøj,Bias,Et sæt tøj draperet over en stol,14722,,,
426,Tøj,Bias,Et sæt tøj draperet over en stol,58393,,,
427,Tøj,Bias,Et sæt tøj draperet over en stol,86350,,,
428,Tøj,Bias,Et sæt tøj draperet over en stol,82420,,,
429,Tøj,Bias,Et sæt tøj draperet over en stol,29410,,,
430,Tøj,Bias,Et sæt tøj draperet over en stol,66333,,,
431,Tøj,Bias,Et sæt tøj draperet over en stol,26704,,,
432,Tøj,Bias,Et sæt tøj draperet over en stol,15482,,,
433,Tøj,Bias,Et sæt tøj draperet over en stol,50404,,,
434,Tøj,Bias,Et sæt tøj draperet over en stol,57795,,,
435,Tøj,Bias,Et sæt tøj draperet over en stol,15229,,,
436,Tøj,Bias,Et sæt tøj draperet over en stol,56898,,,
437,Tøj,Bias,Et sæt tøj draperet over en stol,37535,,,
438,Tøj,Bias,Et sæt tøj draperet over en stol,99399,,,
439,Tøj,Bias,Et sæt tøj draperet over en stol,42706,,,
440,Tøj,Bias,Et sæt tøj draperet over en stol,97416,,,
441,Tøj,Bias,Et sæt tøj draperet over en stol,23473,,,
442,Tøj,Bias,Et sæt tøj draperet over en stol,56357,,,
443,Tøj,Bias,Et sæt tøj draperet over en stol,83385,,,
444,Tøj,Bias,Et sæt tøj draperet over en stol,63264,,,
445,Tøj,Bias,Et sæt tøj draperet over en stol,91351,,,
446,Tøj,Bias,Et sæt tøj draperet over en stol,30257,,,
447,Tøj,Bias,Et sæt tøj draperet over en stol,41029,,,
448,Tøj,Bias,Et sæt tøj draperet over en stol,31299,,,
449,Tøj,Bias,Et sæt tøj draperet over en stol,33206,,,
450,Tøj,Bias,Et sæt tøj draperet over en stol,64040,,,
451,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,13248,0.25,0.25,0.2956
452,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,33509,0.237,0.237,0.2846
453,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,53540,0.2725,0.2725,0.2346
454,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,63964,0.2541,0.2541,0.2329
455,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,97806,0.2571,0.2571,0.2858
456,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,42527,0.2429,0.2429,0.2719
457,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,44970,0.2577,0.2577,0.262
458,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,30866,0.2389,0.2389,0.2959
459,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,24168,0.2593,0.2593,0.2346
460,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,60140,0.24,0.24,0.2405
461,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,15075,0.2446,0.2446,0.2925
462,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,71694,0.2408,0.2408,0.2937
463,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,39154,0.2449,0.2449,0.2435
464,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,36158,0.2552,0.2552,0.2788
465,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,70332,0.2307,0.2307,0.2659
466,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,55830,0.2543,0.2543,0.2932
467,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,50001,0.249,0.249,0.2643
468,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,39831,0.2676,0.2676,0.3059
469,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,39219,0.2522,0.2522,0.274
470,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,13101,0.2591,0.2591,0.2962
471,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,96511,0.2551,0.2551,0.2595
472,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,35313,0.258,0.258,0.2932
473,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,62227,0.2432,0.2432,0.2905
474,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,53025,0.2435,0.2435,0.2896
475,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,46517,0.259,0.259,0.3007
476,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,19099,0.2663,0.2663,0.2654
477,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,46585,0.2485,0.2485,0.299
478,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,56025,0.28,0.28,0.2405
479,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,94080,0.2605,0.2605,0.3059
480,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,76768,0.2618,0.2618,0.2896
481,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,62386,0.2694,0.2694,0.2274
482,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,99065,0.2529,0.2529,0.2534
483,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,80282,0.2464,0.2464,0.2748
484,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,53404,0.2513,0.2513,0.3024
485,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,13617,0.2573,0.2573,0.2898
486,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,25118,0.2422,0.2422,0.263
487,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,44237,0.2473,0.2473,0.3049
488,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,33405,0.2595,0.2595,0.2752
489,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,86099,0.2577,0.2577,0.3045
490,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,44795,0.2695,0.2695,0.2991
491,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,15014,0.2559,0.2559,0.2439
492,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,24208,0.2605,0.2605,0.2438
493,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,88193,0.2639,0.2639,0.298
494,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,66959,0.2691,0.2691,0.2855
495,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,55309,0.2468,0.2468,0.3011
496,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,51114,0.249,0.249,0.3006
497,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,67199,0.2553,0.2553,0.2818
498,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,89457,0.2557,0.2557,0.2429
499,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,77033,0.2495,0.2495,0.269
500,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,25157,0.2385,0.2385,0.2742
501,Skov,Robustness,Et landskabsbillede af en dyb skov,60488,0.2449,0.2449,0.2839
502,Skov,Robustness,Et landskabsbillede af en dyb skov,85574,0.2726,0.2726,0.2876
503,Skov,Robustness,Et landskabsbillede af en dyb skov,34914,0.2494,0.2494,0.2914
504,Skov,Robustness,Et landskabsbillede af en dyb skov,43386,0.246,0.246,0.2569
505,Skov,Robustness,Et landskabsbillede af en dyb skov,15817,0.2483,0.2483,0.2958
506,Skov,Robustness,Et landskabsbillede af en dyb skov,67154,0.2474,0.2474,0.306
507,Skov,Robustness,Et landskabsbillede af en dyb skov,10221,0.2466,0.2466,0.2893
508,Skov,Robustness,Et landskabsbillede af en dyb skov,78146,0.2527,0.2527,0.2926
509,Skov,Robustness,Et landskabsbillede af en dyb skov,80575,0.2552,0.2552,0.2975
510,Skov,Robustness,Et landskabsbillede af en dyb skov,97900,0.2585,0.2585,0.261
511,Skov,Robustness,Et landskabsbillede af en dyb skov,35825,0.261,0.261,0.265
512,Skov,Robustness,Et landskabsbillede af en dyb skov,57739,0.2715,0.2715,0.2662
513,Skov,Robustness,Et landskabsbillede af en dyb skov,66531,0.2441,0.2441,0.3011
514,Skov,Robustness,Et landskabsbillede af en dyb skov,19171,0.2326,0.2326,0.185
515,Skov,Robustness,Et landskabsbillede af en dyb skov,97062,0.2461,0.2461,0.253
516,Skov,Robustness,Et landskabsbillede af en dyb skov,53279,0.2462,0.2462,0.1912
517,Skov,Robustness,Et landskabsbillede af en dyb skov,91678,0.2512,0.2512,0.2425
518,Skov,Robustness,Et landskabsbillede af en dyb skov,51145,0.2551,0.2551,0.2217
519,Skov,Robustness,Et landskabsbillede af en dyb skov,96951,0.2481,0.2481,0.1863
520,Skov,Robustness,Et landskabsbillede af en dyb skov,26334,0.2569,0.2569,0.2886
521,Skov,Robustness,Et landskabsbillede af en dyb skov,49363,0.246,0.246,0.1952
522,Skov,Robustness,Et landskabsbillede af en dyb skov,76469,0.3203,0.3203,0.1886
523,Skov,Robustness,Et landskabsbillede af en dyb skov,50538,0.2692,0.2692,0.178
524,Skov,Robustness,Et landskabsbillede af en dyb skov,97410,0.2929,0.2929,0.1918
525,Skov,Robustness,Et landskabsbillede af en dyb skov,63528,0.2748,0.2748,0.1934
526,Skov,Robustness,Et landskabsbillede af en dyb skov,52753,0.2758,0.2758,0.108
527,Skov,Robustness,Et landskabsbillede af en dyb skov,62743,0.2366,0.2366,0.0953
528,Skov,Robustness,Et landskabsbillede af en dyb skov,48752,0.2734,0.2734,0.1909
529,Skov,Robustness,Et landskabsbillede af en dyb skov,82667,0.2428,0.2428,0.156
530,Skov,Robustness,Et landskabsbillede af en dyb skov,26683,0.2518,0.2518,0.1425
531,Skov,Robustness,Et landskabsbillede af en dyb skov,35144,0.2482,0.2482,0.2519
532,Skov,Robustness,Et landskabsbillede af en dyb skov,65108,0.2361,0.2361,0.2908
533,Skov,Robustness,Et landskabsbillede af en dyb skov,97153,0.2483,0.2483,0.2444
534,Skov,Robustness,Et landskabsbillede af en dyb skov,59695,0.2598,0.2598,0.2978
535,Skov,Robustness,Et landskabsbillede af en dyb skov,98777,0.2614,0.2614,0.293
536,Skov,Robustness,Et landskabsbillede af en dyb skov,32810,0.265,0.265,0.2914
537,Skov,Robustness,Et landskabsbillede af en dyb skov,90676,0.2436,0.2436,0.2779
538,Skov,Robustness,Et landskabsbillede af en dyb skov,84593,0.2472,0.2472,0.2862
539,Skov,Robustness,Et landskabsbillede af en dyb skov,49446,0.2479,0.2479,0.2875
540,Skov,Robustness,Et landskabsbillede af en dyb skov,63225,0.2455,0.2455,0.2241
541,Skov,Robustness,Et landskabsbillede af en dyb skov,81819,0.2695,0.2695,0.2989
542,Skov,Robustness,Et landskabsbillede af en dyb skov,10053,0.2495,0.2495,0.3008
543,Skov,Robustness,Et landskabsbillede af en dyb skov,49829,0.2493,0.2493,0.3127
544,Skov,Robustness,Et landskabsbillede af en dyb skov,47606,0.272,0.272,0.3129
545,Skov,Robustness,Et landskabsbillede af en dyb skov,37549,0.2544,0.2544,0.2958
546,Skov,Robustness,Et landskabsbillede af en dyb skov,66346,0.2454,0.2454,0.2943
547,Skov,Robustness,Et landskabsbillede af en dyb skov,86019,0.2457,0.2457,0.2837
548,Skov,Robustness,Et landskabsbillede af en dyb skov,89516,0.2628,0.2628,0.3057
549,Skov,Robustness,Et landskabsbillede af en dyb skov,95813,0.2556,0.2556,0.3076
550,Skov,Robustness,Et landskabsbillede af en dyb skov,52237,0.2532,0.2532,0.2859
551,Skov,Bias,Et landskabsbillede af en dyb skov,70946,,,
552,Skov,Bias,Et landskabsbillede af en dyb skov,67905,,,
553,Skov,Bias,Et landskabsbillede af en dyb skov,67954,,,
554,Skov,Bias,Et landskabsbillede af en dyb skov,98555,,,
555,Skov,Bias,Et landskabsbillede af en dyb skov,38010,,,
556,Skov,Bias,Et landskabsbillede af en dyb skov,77000,,,
557,Skov,Bias,Et landskabsbillede af en dyb skov,72021,,,
558,Skov,Bias,Et landskabsbillede af en dyb skov,32241,,,
559,Skov,Bias,Et landskabsbillede af en dyb skov,96356,,,
560,Skov,Bias,Et landskabsbillede af en dyb skov,21114,,,
561,Skov,Bias,Et landskabsbillede af en dyb skov,47196,,,
562,Skov,Bias,Et landskabsbillede af en dyb skov,77561,,,
563,Skov,Bias,Et landskabsbillede af en dyb skov,97012,,,
564,Skov,Bias,Et landskabsbillede af en dyb skov,92960,,,
565,Skov,Bias,Et landskabsbillede af en dyb skov,91167,,,
566,Skov,Bias,Et landskabsbillede af en dyb skov,53933,,,
567,Skov,Bias,Et landskabsbillede af en dyb skov,22240,,,
568,Skov,Bias,Et landskabsbillede af en dyb skov,40784,,,
569,Skov,Bias,Et landskabsbillede af en dyb skov,98184,,,
570,Skov,Bias,Et landskabsbillede af en dyb skov,50687,,,
571,Skov,Bias,Et landskabsbillede af en dyb skov,39444,,,
572,Skov,Bias,Et landskabsbillede af en dyb skov,36100,,,
573,Skov,Bias,Et landskabsbillede af en dyb skov,29313,,,
574,Skov,Bias,Et landskabsbillede af en dyb skov,13201,,,
575,Skov,Bias,Et landskabsbillede af en dyb skov,16057,,,
576,Skov,Bias,Et landskabsbillede af en dyb skov,42092,,,
577,Skov,Bias,Et landskabsbillede af en dyb skov,72277,,,
578,Skov,Bias,Et landskabsbillede af en dyb skov,90120,,,
579,Skov,Bias,Et landskabsbillede af en dyb skov,19545,,,
580,Skov,Bias,Et landskabsbillede af en dyb skov,69692,,,
581,Skov,Bias,Et landskabsbillede af en dyb skov,64321,,,
582,Skov,Bias,Et landskabsbillede af en dyb skov,92544,,,
583,Skov,Bias,Et landskabsbillede af en dyb skov,85454,,,
584,Skov,Bias,Et landskabsbillede af en dyb skov,35485,,,
585,Skov,Bias,Et landskabsbillede af en dyb skov,60328,,,
586,Skov,Bias,Et landskabsbillede af en dyb skov,74799,,,
587,Skov,Bias,Et landskabsbillede af en dyb skov,62383,,,
588,Skov,Bias,Et landskabsbillede af en dyb skov,41979,,,
589,Skov,Bias,Et landskabsbillede af en dyb skov,29342,,,
590,Skov,Bias,Et landskabsbillede af en dyb skov,95990,,,
591,Skov,Bias,Et landskabsbillede af en dyb skov,10726,,,
592,Skov,Bias,Et landskabsbillede af en dyb skov,23970,,,
593,Skov,Bias,Et landskabsbillede af en dyb skov,65724,,,
594,Skov,Bias,Et landskabsbillede af en dyb skov,38683,,,
595,Skov,Bias,Et landskabsbillede af en dyb skov,33053,,,
596,Skov,Bias,Et landskabsbillede af en dyb skov,77889,,,
597,Skov,Bias,Et landskabsbillede af en dyb skov,70889,,,
598,Skov,Bias,Et landskabsbillede af en dyb skov,16582,,,
599,Skov,Bias,Et landskabsbillede af en dyb skov,83060,,,
600,Skov,Bias,Et landskabsbillede af en dyb skov,42662,,,
